Loanapp_ID,Sex,Marital_Status,first_name,last_name,email,address,Dependents,Qual_var,SE,App_Income_1,App_Income_2,CPL_Amount,CPL_Term,Credit_His,INT_ID,Prev_ID,AGT_ID,Prop_Area
CPL002445,F,N,Bettina,Voss,bvossp1@vinaora.com,581 Reindahl Parkway,1,Non Grad,N,4624.8,4290,254.4,360,1,8399625353,83-857-5929,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002450,M,Y,Anderson,Cobain,acobainp4@umich.edu,16652 Warbler Junction,2,Grad,N,6999.6,900,288,360,0,6382791997,50-915-4188,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.90 Safari/537.36",Rural
CPL002471,M,N,Kally,Mingus,kmingusp8@youtube.com,4 Banding Lane,0,Grad,N,4209.6,0,156,360,1,9600192618,80-917-4652,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002476,F,Y,Kinny,Schulze,kschulzepe@bloglovin.com,66537 Shoshone Lane,3+,Non Grad,N,1962,2932.8,112.8,360,1,8375241237,80-788-7089,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",Urban
CPL002482,F,N,Merrill,Deschelle,mdeschellepf@ustream.tv,960 Autumn Leaf Avenue,0,Grad,Y,3999.6,4699.2,129.6,360,1,3745811380,77-469-4485,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36",Rural
CPL002485,M,N,Fonz,Fodden,ffoddenpi@symantec.com,36 Comanche Drive,1,Grad,N,29756.4,0,172.8,360,1,8822208498,51-971-5682,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",Semi U
CPL002495,M,Y,Jeralee,Blazevic,jblazevicpn@furl.net,767 Commercial Circle,2,Grad,N,6800.4,528,132,360,0,2001784252,21-423-4194,Mozilla/5.0 (Windows NT 6.0; rv:14.0) Gecko/20100101 Firefox/14.0.1,Semi U
CPL002496,F,N,Jori,Sallows,jsallowspp@feedburner.com,9 Springview Hill,0,Grad,N,4200,0,211.2,360,0,7669562064,46-225-0172,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:14.0) Gecko/20100101 Firefox/14.0.1,Semi U
CPL002523,M,Y,Grannie,Arson,garsonpx@statcounter.com,50 Meadow Ridge Lane,3+,Grad,N,3327.6,1796.4,222,360,1,5345701091,06-731-9910,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Semi U
CPL002542,M,Y,My,Hollebon,mhollebonpy@sohu.com,83 Basil Plaza,0,Grad,,7800,0,146.4,360,1,1704990181,46-132-4496,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11",Urban
CPL002550,F,N,Celinka,Aulsford,caulsfordq1@theatlantic.com,98 Carey Junction,0,Grad,N,6922.8,0,151.2,180,1,2923649478,03-822-7884,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0,Semi U
CPL002551,M,Y,Bartholomew,Carillo,bcarilloq3@ezinearticles.com,2 Briar Crest Junction,3+,Non Grad,,4360.8,1092,162,360,0,1192714830,68-167-0584,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.704.0 Safari/534.25",Semi U
CPL002553,,N,Rani,Kahler,rkahlerq6@wikimedia.org,8990 Eagle Crest Point,0,Grad,N,35000.4,0,146.4,360,1,5581111138,53-931-1428,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1464.0 Safari/537.36",Semi U
CPL002554,M,N,Liesa,Zealy,lzealyq7@clickbank.net,87421 Veith Circle,0,Grad,N,2599.2,2468.4,552,360,1,3074080728,00-844-2674,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0,Semi U
CPL002561,M,Y,Kirbie,Haston,khastonqc@bing.com,3 Farmco Lane,0,Grad,N,6000,0,356.4,360,1,3698043076,60-430-0930,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20120403211507 Firefox/14.0.1,Rural
CPL002566,F,N,Umeko,Good,ugoodqe@intel.com,41 School Lane,0,Grad,N,6636,0,168,360,,4783503788,41-940-2613,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,Urban
CPL002568,M,N,Lilllie,Boeter,lboeterqg@youtu.be,97 Cascade Center,0,Non Grad,N,10800,0,127.2,360,1,5185033541,36-658-9388,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24",Rural
CPL002570,F,Y,Tymon,Wragge,twraggeqh@google.fr,574 8th Place,2,Grad,N,12000,13999.2,169.2,360,1,3407063393,76-602-9398,"Mozilla/5.0 (Windows; U; Windows NT 6.1; tr-TR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Urban
CPL002572,M,Y,Lilyan,Balderson,lbaldersonqi@lulu.com,09 Shoshone Park,1,Grad,,10500,0,204,360,1,1221116991,16-997-8235,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",Urban
CPL002581,M,Y,Stafford,Vany,svanyqm@patch.com,8649 Green Ridge Drive,0,Non Grad,N,2588.4,3276,174,360,,1425771130,67-720-5039,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Rural
CPL002584,M,N,Ann,Bradwell,abradwellqn@zdnet.com,54 Basil Court,0,Grad,,2366.4,5216.4,108,360,1,2338787870,94-047-3542,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1309.0 Safari/537.17",Rural
CPL002592,M,N,Nara,Lee,nleeqy@umich.edu,35287 Marquette Road,0,Grad,N,5979.6,0,105.6,360,1,6931777017,21-082-3650,Googlebot/2.1 (+http://www.googlebot.com/bot.html),Urban
CPL002593,M,Y,Parry,Chatelet,pchateletqz@miitbeian.gov.cn,4136 Logan Alley,1,Grad,N,9999.6,4800,153.6,360,1,3114468330,53-211-0828,Mozilla/5.0 (Windows NT 6.1; rv:27.3) Gecko/20130101 Firefox/27.3,Urban
CPL002599,M,Y,Jourdain,Goodwell,jgoodwellr1@php.net,886 Rigney Hill,0,Grad,N,4400.4,2400,100.8,360,1,119344505,69-907-5701,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0,Semi U
CPL002604,M,Y,Mellisent,Derisly,mderislyr4@addtoany.com,7722 Dayton Avenue,2,Grad,N,3799.2,3399.6,129.6,360,1,8299092639,02-966-8654,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.698.0 Safari/534.24",Urban
CPL002605,M,N,Frayda,Huburn,fhuburnr5@altervista.org,8 Aberg Street,0,Non Grad,N,3925.2,0,99.6,360,1,9155651291,16-074-8386,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.834.0 Safari/535.1",Rural
CPL002609,F,Y,Maurine,Colafate,mcolafater9@digg.com,7 Continental Circle,0,Grad,N,2689.2,2400,140.4,360,0,6948443621,45-934-6233,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Urban
CPL002610,M,Y,Aryn,Cowburn,acowburnrg@statcounter.com,5789 Esker Plaza,1,Non Grad,,2150.4,3078,153.6,360,1,6580681020,77-565-4142,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20120427 Firefox/15.0a1,Urban
CPL002612,F,Y,Dennie,Terrazzo,dterrazzorh@histats.com,0 Karstens Point,0,Grad,N,3199.2,0,90,480,1,4411995255,22-109-7224,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",Semi U
CPL002614,,N,Montague,Tolan,mtolanrk@youtu.be,711 Granby Plaza,0,Grad,N,7773.6,0,150,360,1,5952572030,18-115-2145,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1309.0 Safari/537.17",Semi U
CPL002630,M,N,Alvira,Gaylor,agaylorrn@webeden.co.uk,4129 Colorado Circle,0,Non Grad,,4569.6,0,212.4,360,1,3110437589,22-757-4979,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.17 Safari/537.11",Rural
CPL002635,F,Y,Rossy,Bygott,rbygottrp@networksolutions.com,9 Knutson Avenue,2,Non Grad,N,4474.8,0,81.6,360,1,1872897886,58-174-0323,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19",Semi U
CPL002639,M,Y,Frederique,Blundin,fblundinrq@buzzfeed.com,3 Service Trail,2,Grad,N,4944,0,115.2,360,1,442599560,03-221-6322,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36",Rural
CPL002644,M,Y,Mack,Eskriett,meskriettrr@mac.com,45441 American Crossing,1,Grad,Y,9000,0,216,360,1,5238060521,69-438-6438,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Urban
CPL002651,M,Y,Marc,Patrickson,mpatricksonkn@nih.gov,890 Karstens Place,1,Grad,,7560,0,219.6,360,0,5697286856,00-779-1777,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,Urban
CPL002654,F,N,Elaine,Lowle,elowleko@ucsd.edu,30 Sugar Trail,,Grad,Y,17984.4,0,145.2,360,1,3880572577,40-630-7942,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0,Rural
CPL002657,,Y,Ferris,Culwen,fculwenkp@cisco.com,7 Moulton Place,1,Non Grad,Y,684,2550,194.4,360,1,7849730739,01-533-2497,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.654.0 Safari/534.17",Rural
CPL002711,M,Y,Remington,Moss,rmosskr@ning.com,7 Hudson Alley,0,Grad,N,3120,840,158.4,360,1,773626905,94-580-0406,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.814.0 Safari/535.1",Semi U
CPL002712,M,N,Conan,De Castri,cdecastriku@cam.ac.uk,767 Emmet Crossing,2,Non Grad,N,3279.6,1299.6,176.4,360,,2815325799,30-157-3448,"Mozilla/5.0 (Windows; U; Windows NT 6.1; fr-FR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Semi U
CPL002721,M,Y,Dar,MacInnes,dmacinnesky@posterous.com,30517 Roxbury Alley,2,Grad,Y,9000,0,183.6,360,1,5903311695,79-994-7505,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",Rural
CPL002735,M,Y,Pembroke,Lachaize,plachaizekz@booking.com,72 Jackson Alley,2,Non Grad,N,4630.8,0,124.8,360,1,3065688417,68-364-6773,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.8",Rural
CPL002744,M,Y,Cati,Shalloo,cshallool3@simplemachines.org,56086 Montana Parkway,1,Grad,N,8190,0,178.8,360,1,5162671959,46-679-4682,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ru-ru) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Rural
CPL002745,M,Y,Pauline,Prichet,pprichetl5@ezinearticles.com,5 Dakota Terrace,0,Grad,N,4449.6,5640,160.8,360,1,5280826650,40-459-8009,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.702.0 Chrome/12.0.702.0 Safari/534.24",Semi U
CPL002746,M,N,Stearn,Maier,smaierl6@cloudflare.com,8 Cody Road,0,Grad,N,6376.8,0,198,360,1,7286993232,81-937-8547,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Urban
CPL002747,F,N,Salomon,Abbott,sabbottld@mozilla.com,0 Muir Trail,3+,Grad,N,2839.2,6326.4,144,360,0,6786377610,78-662-2371,"Mozilla/5.0 (Windows NT 7.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",Rural
CPL002754,M,N,Edi,Askwith,easkwithlg@seesaa.net,9936 Almo Lane,,Grad,N,2479.2,2529.6,80.4,84,1,4175640142,01-318-6987,Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,Urban
CPL002759,M,Y,Andonis,Scahill,ascahilllk@elegantthemes.com,3 Fairview Avenue,2,Grad,N,6000,0,150,360,1,644365544,35-286-6079,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002760,F,N,Hedy,McCuffie,hmccuffieln@phpbb.com,83480 Crest Line Avenue,0,Grad,N,4520.4,0,144,300,1,8414817211,98-850-8961,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14",Urban
CPL002766,F,Y,Kynthia,Perrelli,kperrellilo@tumblr.com,9 Schlimgen Junction,0,Grad,N,9430.8,1054.8,177.6,180,1,6753516832,66-736-6709,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",Semi U
CPL002769,F,Y,Taddeusz,Davidovitz,tdavidovitzlp@discuz.net,8871 Loomis Trail,0,Grad,N,5139.6,0,217.2,360,1,6077374458,86-454-9816,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.801.0 Safari/535.1",Rural
CPL002774,M,Y,Delora,Painswick,dpainswicklr@cam.ac.uk,383 Delladonna Trail,0,Non Grad,N,2040,3480,96,360,0,1938048156,03-425-0586,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/535.2",Urban
CPL002775,,N,Berni,Panniers,bpannierslz@list-manage.com,3 Bowman Street,0,Non Grad,N,5721.6,0,48,360,1,3663521893,12-716-5936,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F",Rural
CPL002781,M,N,Quintana,Lordon,qlordonm0@icio.us,93 Dexter Avenue,0,Grad,N,3699.6,3285.6,108,360,1,1904953085,47-569-1402,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:14.0) Gecko/20100101 Firefox/14.0.1,Urban
CPL002782,M,Y,Scottie,Sidon,ssidonm2@multiply.com,2 Golf Course Trail,1,Grad,N,3200.4,1850.4,114,360,1,8716796101,97-945-6346,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; it-it) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Rural
CPL002786,F,Y,Pepillo,Spittall,pspittallma@google.ca,4614 Barby Terrace,0,Non Grad,N,1976.4,2114.4,146.4,360,1,973103426,34-373-6510,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",Urban
CPL002790,M,Y,Gilda,Kingham,gkinghammb@wordpress.org,4 Ramsey Lane,3+,Grad,N,4080,0,180,120,1,5339826961,16-796-8417,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Urban
CPL002791,M,N,Boote,Peggram,bpeggrammg@wsj.com,07310 Independence Court,1,Grad,,19200,6000,180,360,1,1163377546,62-485-8497,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1500.55 Safari/537.36",Semi U
CPL002793,M,Y,Welbie,Gasparro,wgasparromk@photobucket.com,91 2nd Street,0,Grad,N,6399.6,0,124.8,360,1,6290565672,92-068-7254,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0,Rural
CPL002802,M,N,Alidia,Gagen,agagenml@cam.ac.uk,255 Spaight Circle,0,Grad,N,3450,2899.2,171.6,6,0,2201135754,60-960-8049,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,Semi U
CPL002803,M,Y,Bernetta,Iskowicz,biskowiczmo@joomla.org,38851 Rigney Drive,1,Non Grad,,3120,741.6,360,360,1,579300773,68-041-5340,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1,Semi U
CPL002805,M,Y,Jamaal,MacAdie,jmacadiemp@auda.org.au,1 Anzinger Avenue,2,Grad,N,6049.2,840,205.2,360,1,2129447244,02-283-5098,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Urban
CPL002806,M,Y,Micheal,Margaret,mmargaretmq@purevolume.com,2114 Dunning Drive,3+,Grad,Y,8349.6,1693.2,135.6,360,1,8102415835,39-087-5473,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Rural
CPL002816,M,Y,Jehu,Plett,jplettmy@amazon.de,818 Warner Place,1,Grad,N,4200,1989.6,42,360,,3662976277,74-489-9546,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7; en-us) AppleWebKit/533.4 (KHTML, like Gecko) Version/4.1 Safari/533.4",Semi U
CPL002823,M,Y,Orazio,Esterbrook,oesterbrookn3@time.com,3 Stephen Lane,0,Grad,N,6610.8,0,55.2,360,1,532924649,08-431-1583,Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20120403211507 Firefox/12.0,Rural
CPL002825,M,Y,Lorene,Tuppeny,ltuppenyn4@cocolog-nifty.com,7367 Tennyson Avenue,3+,Grad,N,11638.8,0,174,360,1,2994755742,23-250-8945,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC-P715a; en-ca) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Urban
CPL002826,F,Y,Bronnie,Connal,bconnaln8@hostgator.com,260 Northfield Park,1,Non Grad,N,4345.2,3260.4,142.8,360,1,1893934020,79-738-4382,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:6.0a2) Gecko/20110613 Firefox/6.0a2,Urban
CPL002843,F,Y,Brittan,Brunesco,bbrunescon9@a8.net,338 Trailsway Terrace,0,Grad,N,5650.8,0,104.4,360,1,8571141746,47-516-7572,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.186 Safari/535.1",Semi U
CPL002849,M,Y,Ware,Gravet,wgravetna@msu.edu,825 Algoma Street,0,Grad,N,1819.2,2341.2,194.4,360,1,1271812282,15-986-9647,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",Semi U
CPL002850,M,N,Quintina,Pantone,qpantoneng@tuttocitta.it,85 David Alley,2,Grad,N,2880,0,146.4,360,1,308877888,09-401-2730,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML, like Gecko) Version/5.1.3 Safari/534.53.10",Urban
CPL002853,F,N,Demetria,Faussett,dfaussettnh@nature.com,6967 Chive Park,0,Non Grad,N,3618,2400,224.4,360,,9751747236,82-911-9942,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.90 Safari/537.36",Urban
CPL002856,M,Y,Creight,Bloxsum,cbloxsumnj@imgur.com,1627 Birchwood Drive,0,Grad,N,2750.4,1869.6,97.2,360,1,1999091620,38-343-2606,"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+",Urban
CPL002857,M,Y,Francesca,Gollard,fgollardnk@nifty.com,1338 Eagan Place,1,Grad,Y,2832,4026,96,240,1,4946068031,25-177-7249,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",Rural
CPL002858,F,N,Ignazio,Sine,isinenn@theglobeandmail.com,82305 Del Mar Point,0,Grad,N,5199.6,2799.6,211.2,360,0,4339542458,15-909-8523,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16",Rural
CPL002860,M,Y,Lanie,Robyns,lrobynsno@xrea.com,154 Sheridan Alley,0,Grad,Y,3147.6,5797.2,312,180,1,6281331575,46-359-4214,"Mozilla/5.0 (Windows NT 6.0) yi; AppleWebKit/345667.12221 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/453667.1221",Semi U
CPL002867,M,N,Court,Vardy,cvardyns@bloglovin.com,9651 Dwight Hill,0,Grad,Y,4766.4,5130,159.6,360,1,244033870,93-727-8516,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Rural
CPL002869,M,Y,Amitie,Bunyan,abunyannu@usnews.com,13 Rowland Parkway,3+,Non Grad,N,4226.4,0,84,180,1,2476506117,68-846-5525,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3",Rural
CPL002870,M,Y,Myriam,Paolo,mpaolonx@springer.com,04 Gerald Trail,1,Grad,N,5640,0,162,360,1,302397825,42-398-9086,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",Urban
CPL002876,M,N,Kelly,Kennham,kkennhamny@yahoo.com,20 Grayhawk Park,0,Grad,N,8229.6,0,164.4,360,1,7355920170,74-985-8134,Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/536.5 (KHTML like Gecko) Chrome/19.0.1084.56 Safari/1EA69,Rural
CPL002878,M,Y,Rutledge,McGrory,rmcgroryo0@ftc.gov,21 Browning Crossing,3+,Grad,N,10000.8,0,304.8,360,1,7027107511,48-528-5060,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.792.0 Safari/535.1",Urban
CPL002879,M,Y,Livy,Rookeby,lrookebyo1@moonfruit.com,996 Monument Crossing,0,Grad,N,4069.2,2359.2,127.2,360,0,8171577164,40-840-8957,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",Rural
CPL002885,M,N,Mellisa,Swadlinge,mswadlingeo5@dion.ne.jp,39036 Anthes Court,0,Non Grad,N,3441.6,0,130.8,360,1,3744965627,02-914-3132,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",Urban
CPL002890,M,Y,Farlay,Stoakes,fstoakeso6@multiply.com,7 Dixon Point,2,Non Grad,N,4101.6,1656,144,360,1,7970371132,71-281-1408,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.8",Urban
CPL002891,M,Y,Nestor,Saben,nsabeno8@google.es,7590 Almo Crossing,0,Grad,Y,3000,355.2,189.6,300,1,5389023404,94-349-9755,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0,Rural
CPL002899,M,Y,Demetra,MacKnocker,dmacknockerog@discovery.com,378 Main Center,2,Grad,N,10400.4,0,236.4,360,1,8704903846,74-257-7512,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19",Rural
CPL002901,M,N,Stillmann,Mickleborough,smickleboroughok@blogger.com,70579 Chive Junction,0,Grad,N,2739.6,18000,102,360,,7613203506,83-196-6827,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",Rural
CPL002907,M,Y,Butch,Bartalini,bbartalinioq@gizmodo.com,97 Larry Junction,0,Grad,N,6980.4,1092,72,360,1,2536078809,42-010-7774,Mozilla/5.0 (X11; NetBSD amd64; rv:16.0) Gecko/20121102 Firefox/16.0,Urban
CPL002920,M,Y,Uriah,Stanwix,ustanwixos@bing.com,49463 Butterfield Hill,0,Grad,N,6142.8,4522.8,91.2,360,1,6648941480,60-063-1944,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",Rural
CPL002921,M,Y,Chester,Curedell,ccuredellow@techcrunch.com,76 Elka Parkway,3+,Non Grad,N,6379.2,224.4,182.4,180,0,723966036,10-716-2383,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.3319.102 Safari/537.36",Semi U
CPL002932,M,Y,Bengt,Hounsham,bhounshamp2@yelp.com,6 Lunder Hill,3+,Grad,N,9123.6,1455.6,115.2,360,1,5505941737,59-360-4977,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.113 Safari/534.30",Urban
CPL002935,M,Y,Zonda,Marco,zmarcop5@ibm.com,16 Briar Crest Parkway,1,Grad,N,4549.2,2323.2,118.8,360,1,1756165025,88-707-9031,Googlebot/2.1 (+http://www.google.com/bot.html),Urban
